List:
"100Rnd_580x42_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_Mag_Tracer_F_CA.paa"
"100Rnd_580x42_hex_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_hex_Mag_F_CA.paa"
"100Rnd_580x42_hex_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_hex_Mag_Tracer_F_CA.paa"
"100Rnd_580x42_ghex_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_ghex_Mag_F_CA.paa"
"100Rnd_580x42_ghex_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_ghex_Mag_Tracer_F_CA.paa"
"20Rnd_650x39_Cased_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_20Rnd_650x39_Cased_Mag_F_ca.paa"
"10Rnd_50BW_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_10Rnd_50BW_Mag_F_ca.paa"
"150Rnd_556x45_Drum_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_150Rnd_556x45_Drum_Mag_F_ca.paa"
"150Rnd_556x45_Drum_Sand_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Sand_Mag_F_CA.paa"
"150Rnd_556x45_Drum_Sand_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Sand_Mag_Tracer_F_CA.paa"
"150Rnd_556x45_Drum_Green_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Green_Mag_F_CA.paa"
"150Rnd_556x45_Drum_Green_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Green_Mag_Tracer_F_CA.paa"
"150Rnd_556x45_Drum_Mag_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_150Rnd_556x45_Drum_Mag_Tracer_F_ca.paa"
"30Rnd_762x39_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_762x39_Mag_F_ca.paa"
"30Rnd_762x39_Mag_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_762x39_Mag_Tracer_F_ca.paa"
"30Rnd_762x39_Mag_Tracer_Green_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_762x39_Mag_Tracer_Green_F_ca.paa"
"30Rnd_762x39_AK12_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_30Rnd_762x39_AK12_Mag_F_CA.paa"
"30Rnd_762x39_AK12_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_30Rnd_762x39_AK12_Mag_Tracer_F_CA.paa"
"30Rnd_545x39_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_545x39_Mag_F_ca.paa"
"30Rnd_545x39_Mag_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_545x39_Mag_Tracer_F_ca.paa"
"30Rnd_545x39_Mag_Tracer_Green_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_545x39_Mag_Tracer_Green_F_ca.paa"
"200Rnd_556x45_Box_F","\A3\Weapons_F_Exp\Data\UI\icon_200Rnd_556x45_Box_F_ca.paa"
"200Rnd_556x45_Box_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_200Rnd_556x45_Box_Tracer_F_ca.paa"
"200Rnd_556x45_Box_Tracer_Red_F","\A3\Weapons_F_Exp\Data\UI\icon_200Rnd_556x45_Box_Tracer_Red_F_ca.paa"
"RPG7_F","\A3\Weapons_F_Exp\Launchers\RPG7\Data\UI\icon_rocket_RPG7_CA.paa"
"APERSMineDispenser_Mag","\A3\Weapons_F_Orange\Explosives\Data\UI\gear_APERSmineDispenser_CA.paa"
"TrainingMine_Mag","\A3\Weapons_F_Orange\Explosives\Data\UI\gear_TrainingMine_CA.paa"
"Vorona_HEAT","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HEAT_F_ca.paa"
"Vorona_HE","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HE_F_ca.paa"
"SPG9_HEAT","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HEAT_F_ca.paa"
"SPG9_HE","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HE_F_ca.paa"
"MRAWS_HEAT_F","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HEAT_F_ca.paa"
"MRAWS_HE_F","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HE_F_ca.paa"
"MRAWS_HEAT55_F","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HEAT55_F_ca.paa"
"75Rnd_762x39_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75Rnd_762x39_Mag_F_CA.paa"
"75Rnd_762x39_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75Rnd_762x39_Mag_Tracer_F_CA.paa"
"30rnd_762x39_AK12_Lush_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Lush_Mag_F_CA.paa"
"30rnd_762x39_AK12_Lush_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Lush_Mag_Tracer_F_CA.paa"
"30rnd_762x39_AK12_Arid_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Arid_Mag_F_CA.paa"
"30rnd_762x39_AK12_Arid_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Arid_Mag_Tracer_F_CA.paa"
"75rnd_762x39_AK12_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Mag_F_CA.paa"
"75rnd_762x39_AK12_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Mag_Tracer_F_CA.paa"
"75rnd_762x39_AK12_Lush_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Lush_Mag_F_CA.paa"
"75rnd_762x39_AK12_Lush_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Lush_Mag_Tracer_F_CA.paa"
"75rnd_762x39_AK12_Arid_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Arid_Mag_F_CA.paa"
"75rnd_762x39_AK12_Arid_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Arid_Mag_Tracer_F_CA.paa"
"10Rnd_Mk14_762x51_Mag","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_10Rnd_Mk14_762x51_Mag_ca.paa"
"30Rnd_65x39_caseless_msbs_mag","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30Rnd_65x39_caseless_msbs_mag_CA.paa"
"30Rnd_65x39_caseless_msbs_mag_Tracer","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30Rnd_65x39_caseless_msbs_mag_Tracer_CA.paa"
"2Rnd_12Gauge_Pellets","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_2rnd_12gauge_CA.paa"
"2Rnd_12Gauge_Slug","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_2rnd_12gauge_slugs_CA.paa"
"6Rnd_12Gauge_Pellets","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_6Rnd_12Gauge_Pellets_ca.paa"
"6Rnd_12Gauge_Slug","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_6Rnd_12Gauge_Slug_ca.paa"
"Antibiotic","\a3\Missions_F_Oldman\Props\data\Antibiotic_ca.paa"
"Antimalaricum","\a3\Missions_F_Oldman\Props\data\Antimalaricum_ca.paa"
"AntimalaricumVaccine","\a3\Missions_F_Oldman\Props\data\AntimalaricumVaccine_ca.paa"
"Bandage","\a3\Missions_F_Oldman\Props\data\Bandage_ca.paa"
"Files","\a3\Missions_F_Oldman\Props\data\Files_ca.paa"
"FileTopSecret","\a3\Missions_F_Oldman\Props\data\FileTopSecret_ca.paa"
"FileNetworkStructure","\a3\Missions_F_Oldman\Props\data\FileNetworkStructure_ca.paa"
"FilesSecret","\a3\Missions_F_Oldman\Props\data\FilesSecret_ca.paa"
"DocumentsSecret","\a3\Missions_F_Oldman\Props\data\DocumentsSecret_ca.paa"
"Wallet_ID","\a3\Missions_F_Oldman\Props\data\Wallet_ID_ca.paa"
"Keys","\a3\Missions_F_Oldman\Props\data\Keys_ca.paa"
"Csat_Id_01","\a3\Missions_F_Oldman\Props\data\Csat_Id_01_ca.paa"
"Csat_Id_02","\a3\Missions_F_Oldman\Props\data\Csat_Id_02_ca.paa"
"Csat_Id_03","\a3\Missions_F_Oldman\Props\data\Csat_Id_03_ca.paa"
"Csat_Id_04","\a3\Missions_F_Oldman\Props\data\Csat_Id_04_ca.paa"
"Csat_Id_05","\a3\Missions_F_Oldman\Props\data\Csat_Id_05_ca.paa"
"Laptop_Unfolded","\a3\Missions_F_Oldman\Props\data\Laptop_Unfolded_ca.paa"
"Laptop_Closed","\a3\Missions_F_Oldman\Props\data\Laptop_Closed_ca.paa"
"SatPhone","\a3\Missions_F_Oldman\Props\data\SatPhone_ca.paa"
"MobilePhone","\a3\Missions_F_Oldman\Props\data\MobilePhone_ca.paa"
"SmartPhone","\a3\Missions_F_Oldman\Props\data\SmartPhone_ca.paa"
"FlashDisk","\a3\Missions_F_Oldman\Props\data\FlashDisk_ca.paa"
"ButaneCanister","\a3\Missions_F_Oldman\Props\data\ButaneCanister_ca.paa"
"Money","\a3\Missions_F_Oldman\Props\data\Money_ca.paa"
"Money_bunch","\a3\Missions_F_Oldman\Props\data\Money_bunch_ca.paa"
"Money_roll","\a3\Missions_F_Oldman\Props\data\Money_roll_ca.paa"
"Money_stack","\a3\Missions_F_Oldman\Props\data\Money_stack_ca.paa"
"Sleeping_bag_folded_01","\a3\Missions_F_Oldman\Props\data\Sleeping_bag_folded_01_ca.paa"
"Drone_Range_Mag","\A3\Weapons_F\Data\UI\gear_mine_AT_CA.paa"
"Default",""
"DetectorCore",""
"MineMuzzle","\A3\Weapons_F\Data\clear_empty.paa"
"ClassicMineRangeMuzzle","\A3\Weapons_F\Data\clear_empty.paa"
"DirectionalMineRemoteMuzzle","\A3\Weapons_F\Data\clear_empty.paa"
"Drone_explosive_muzzle","\A3\Weapons_F\Data\clear_empty.paa"
"ItemCore","\A3\Weapons_F\Data\clear_empty.paa"
"ItemWatch","\A3\Weapons_F\Data\UI\gear_item_watch_ca.paa"
"ItemCompass","\A3\Weapons_F\Data\UI\gear_item_compass_ca.paa"
"ItemGPS","\A3\Weapons_F\Data\UI\gear_item_gps_CA.paa"
"ItemRadio","\A3\Weapons_F\Data\UI\gear_item_radio_ca.paa"
"ItemMap","\A3\Weapons_F\Data\UI\gear_item_map_ca.paa"
"MineDetector","\A3\Weapons_F\Items\data\UI\gear_MineDetector_CA.paa"
"Binocular","\A3\Weapons_F\Data\UI\gear_binoculars_CA.paa"
"Rangefinder","\A3\Weapons_F\Data\UI\gear_rangefinder_CA.paa"
"NVGoggles","\A3\Weapons_F\Data\UI\gear_nvg_CA.paa"
"NVGoggles_OPFOR","\A3\Weapons_F\Data\UI\gear_nvg_opfor_CA.paa"
"NVGoggles_INDEP","\A3\Weapons_F\Data\UI\gear_nvg_indep_CA.paa"
"Laserdesignator","\A3\Weapons_F_Mark\Data\UI\gear_laserdesignator_ca.paa"
"Laserdesignator_02","\A3\Weapons_F_Mark\Data\UI\gear_laserdesignator_02_X_ca.paa"
"Laserdesignator_03","\A3\Weapons_F_Mark\Data\UI\gear_laserdesignator_03_X_ca.paa"
"FirstAidKit","\A3\Weapons_F\Items\data\UI\gear_FirstAidKit_CA.paa"
"Medikit","\A3\Weapons_F\Items\data\UI\gear_Medikit_CA.paa"
"ToolKit","\A3\Weapons_F\Items\data\UI\gear_Toolkit_CA.paa"
"launch_NLAW_F","\A3\weapons_f\launchers\nlaw\data\UI\gear_nlaw_ca.paa"
"launch_RPG32_F","\A3\Weapons_F\launchers\RPG32\data\UI\gear_RPG32_X_CA.paa"
"launch_Titan_base","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_B_Titan_F_ca.paa"
"launch_Titan_short_base","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_B_Titan_short_F_ca.paa"
"launch_B_Titan_F","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_B_Titan_F_ca.paa"
"launch_I_Titan_F","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_I_Titan_F_ca.paa"
"launch_O_Titan_F","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_O_Titan_F_ca.paa"
"launch_B_Titan_short_F","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_B_Titan_short_F_ca.paa"
"launch_I_Titan_short_F","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_I_Titan_short_F_ca.paa"
"launch_O_Titan_short_F","\A3\Weapons_F_Beta\Launchers\Titan\Data\UI\icon_launch_O_Titan_short_F_ca.paa"
