List:
"10Rnd_338_Mag","\A3\Weapons_F_Mark\Data\UI\M_338_CA.paa"
"130Rnd_338_Mag","\A3\Weapons_F_Mark\Data\UI\M_338_NM_CA.paa"
"10Rnd_127x54_Mag","\A3\Weapons_F_Mark\Data\UI\M_127x54_CA.paa"
"150Rnd_93x64_Mag","\A3\Weapons_F_Mark\Data\UI\M_93x64_CA.paa"
"10Rnd_93x64_DMR_05_Mag","\A3\Weapons_F_Mark\Data\UI\M_93x64_DMR_05_CA.paa"
"50Rnd_570x28_SMG_03","\a3\weapons_f_mod\data\m_adr97mag_ca.paa"
"30Rnd_580x42_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_30Rnd_580x42_Mag_F_CA.paa"
"30Rnd_580x42_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_30Rnd_580x42_Mag_Tracer_F_CA.paa"
"100Rnd_580x42_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_Mag_F_CA.paa"
"100Rnd_580x42_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_Mag_Tracer_F_CA.paa"
"100Rnd_580x42_hex_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_hex_Mag_F_CA.paa"
"100Rnd_580x42_hex_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_hex_Mag_Tracer_F_CA.paa"
"100Rnd_580x42_ghex_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_ghex_Mag_F_CA.paa"
"100Rnd_580x42_ghex_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_100Rnd_580x42_ghex_Mag_Tracer_F_CA.paa"
"20Rnd_650x39_Cased_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_20Rnd_650x39_Cased_Mag_F_ca.paa"
"10Rnd_50BW_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_10Rnd_50BW_Mag_F_ca.paa"
"150Rnd_556x45_Drum_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_150Rnd_556x45_Drum_Mag_F_ca.paa"
"150Rnd_556x45_Drum_Sand_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Sand_Mag_F_CA.paa"
"150Rnd_556x45_Drum_Sand_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Sand_Mag_Tracer_F_CA.paa"
"150Rnd_556x45_Drum_Green_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Green_Mag_F_CA.paa"
"150Rnd_556x45_Drum_Green_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_150Rnd_556x45_Drum_Green_Mag_Tracer_F_CA.paa"
"150Rnd_556x45_Drum_Mag_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_150Rnd_556x45_Drum_Mag_Tracer_F_ca.paa"
"30Rnd_762x39_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_762x39_Mag_F_ca.paa"
"30Rnd_762x39_Mag_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_762x39_Mag_Tracer_F_ca.paa"
"30Rnd_762x39_Mag_Tracer_Green_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_762x39_Mag_Tracer_Green_F_ca.paa"
"30Rnd_762x39_AK12_Mag_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_30Rnd_762x39_AK12_Mag_F_CA.paa"
"30Rnd_762x39_AK12_Mag_Tracer_F","\a3\Weapons_F_Exp\MagazineProxies\data\UI\icon_30Rnd_762x39_AK12_Mag_Tracer_F_CA.paa"
"30Rnd_545x39_Mag_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_545x39_Mag_F_ca.paa"
"30Rnd_545x39_Mag_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_545x39_Mag_Tracer_F_ca.paa"
"30Rnd_545x39_Mag_Tracer_Green_F","\A3\Weapons_F_Exp\Data\UI\icon_30Rnd_545x39_Mag_Tracer_Green_F_ca.paa"
"200Rnd_556x45_Box_F","\A3\Weapons_F_Exp\Data\UI\icon_200Rnd_556x45_Box_F_ca.paa"
"200Rnd_556x45_Box_Tracer_F","\A3\Weapons_F_Exp\Data\UI\icon_200Rnd_556x45_Box_Tracer_F_ca.paa"
"200Rnd_556x45_Box_Tracer_Red_F","\A3\Weapons_F_Exp\Data\UI\icon_200Rnd_556x45_Box_Tracer_Red_F_ca.paa"
"RPG7_F","\A3\Weapons_F_Exp\Launchers\RPG7\Data\UI\icon_rocket_RPG7_CA.paa"
"APERSMineDispenser_Mag","\A3\Weapons_F_Orange\Explosives\Data\UI\gear_APERSmineDispenser_CA.paa"
"TrainingMine_Mag","\A3\Weapons_F_Orange\Explosives\Data\UI\gear_TrainingMine_CA.paa"
"Vorona_HEAT","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HEAT_F_ca.paa"
"Vorona_HE","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HE_F_ca.paa"
"SPG9_HEAT","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HEAT_F_ca.paa"
"SPG9_HE","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HE_F_ca.paa"
"MRAWS_HEAT_F","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HEAT_F_ca.paa"
"MRAWS_HE_F","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HE_F_ca.paa"
"MRAWS_HEAT55_F","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HEAT55_F_ca.paa"
"75Rnd_762x39_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75Rnd_762x39_Mag_F_CA.paa"
"75Rnd_762x39_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75Rnd_762x39_Mag_Tracer_F_CA.paa"
"30rnd_762x39_AK12_Lush_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Lush_Mag_F_CA.paa"
"30rnd_762x39_AK12_Lush_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Lush_Mag_Tracer_F_CA.paa"
"30rnd_762x39_AK12_Arid_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Arid_Mag_F_CA.paa"
"30rnd_762x39_AK12_Arid_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30rnd_762x39_AK12_Arid_Mag_Tracer_F_CA.paa"
"75rnd_762x39_AK12_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Mag_F_CA.paa"
"75rnd_762x39_AK12_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Mag_Tracer_F_CA.paa"
"75rnd_762x39_AK12_Lush_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Lush_Mag_F_CA.paa"
"75rnd_762x39_AK12_Lush_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Lush_Mag_Tracer_F_CA.paa"
"75rnd_762x39_AK12_Arid_Mag_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Arid_Mag_F_CA.paa"
"75rnd_762x39_AK12_Arid_Mag_Tracer_F","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_75rnd_762x39_AK12_Arid_Mag_Tracer_F_CA.paa"
"10Rnd_Mk14_762x51_Mag","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_10Rnd_Mk14_762x51_Mag_ca.paa"
"30Rnd_65x39_caseless_msbs_mag","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30Rnd_65x39_caseless_msbs_mag_CA.paa"
"30Rnd_65x39_caseless_msbs_mag_Tracer","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_30Rnd_65x39_caseless_msbs_mag_Tracer_CA.paa"
"2Rnd_12Gauge_Pellets","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_2rnd_12gauge_CA.paa"
"2Rnd_12Gauge_Slug","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_2rnd_12gauge_slugs_CA.paa"
"6Rnd_12Gauge_Pellets","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_6Rnd_12Gauge_Pellets_ca.paa"
"6Rnd_12Gauge_Slug","\a3\Weapons_F_Enoch\MagazineProxies\data\UI\icon_6Rnd_12Gauge_Slug_ca.paa"
"Antibiotic","\a3\Missions_F_Oldman\Props\data\Antibiotic_ca.paa"
"Antimalaricum","\a3\Missions_F_Oldman\Props\data\Antimalaricum_ca.paa"
"AntimalaricumVaccine","\a3\Missions_F_Oldman\Props\data\AntimalaricumVaccine_ca.paa"
"Bandage","\a3\Missions_F_Oldman\Props\data\Bandage_ca.paa"
"Files","\a3\Missions_F_Oldman\Props\data\Files_ca.paa"
"FileTopSecret","\a3\Missions_F_Oldman\Props\data\FileTopSecret_ca.paa"
"FileNetworkStructure","\a3\Missions_F_Oldman\Props\data\FileNetworkStructure_ca.paa"
"FilesSecret","\a3\Missions_F_Oldman\Props\data\FilesSecret_ca.paa"
"DocumentsSecret","\a3\Missions_F_Oldman\Props\data\DocumentsSecret_ca.paa"
"Wallet_ID","\a3\Missions_F_Oldman\Props\data\Wallet_ID_ca.paa"
"Keys","\a3\Missions_F_Oldman\Props\data\Keys_ca.paa"
"Csat_Id_01","\a3\Missions_F_Oldman\Props\data\Csat_Id_01_ca.paa"
"Csat_Id_02","\a3\Missions_F_Oldman\Props\data\Csat_Id_02_ca.paa"
"Csat_Id_03","\a3\Missions_F_Oldman\Props\data\Csat_Id_03_ca.paa"
"Csat_Id_04","\a3\Missions_F_Oldman\Props\data\Csat_Id_04_ca.paa"
"Csat_Id_05","\a3\Missions_F_Oldman\Props\data\Csat_Id_05_ca.paa"
"Laptop_Unfolded","\a3\Missions_F_Oldman\Props\data\Laptop_Unfolded_ca.paa"
"Laptop_Closed","\a3\Missions_F_Oldman\Props\data\Laptop_Closed_ca.paa"
"SatPhone","\a3\Missions_F_Oldman\Props\data\SatPhone_ca.paa"
"MobilePhone","\a3\Missions_F_Oldman\Props\data\MobilePhone_ca.paa"
"SmartPhone","\a3\Missions_F_Oldman\Props\data\SmartPhone_ca.paa"
"FlashDisk","\a3\Missions_F_Oldman\Props\data\FlashDisk_ca.paa"
"ButaneCanister","\a3\Missions_F_Oldman\Props\data\ButaneCanister_ca.paa"
"Money","\a3\Missions_F_Oldman\Props\data\Money_ca.paa"
"Money_bunch","\a3\Missions_F_Oldman\Props\data\Money_bunch_ca.paa"
"Money_roll","\a3\Missions_F_Oldman\Props\data\Money_roll_ca.paa"
"Money_stack","\a3\Missions_F_Oldman\Props\data\Money_stack_ca.paa"
"Sleeping_bag_folded_01","\a3\Missions_F_Oldman\Props\data\Sleeping_bag_folded_01_ca.paa"
"Drone_Range_Mag","\A3\Weapons_F\Data\UI\gear_mine_AT_CA.paa"
"rhs_mag_fold_stock","\A3\Weapons_F\Data\clear_empty.paa"
"rhs_30Rnd_545x39_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_AK_ca.paa"
"rhs_30Rnd_545x39_7N6_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_AK_ca.paa"
"rhs_30Rnd_545x39_7N6_green_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_7N6_green_AK_ca.paa"
"rhs_30Rnd_545x39_AK_no_tracers","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_AK_no_tracers_ca.paa"
"rhs_30Rnd_545x39_AK_green","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_AK_green_ca.paa"
"rhs_30Rnd_545x39_AK_plum_green","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_7N6M_plum_AK_ca.paa"
"rhs_30Rnd_545x39_7N6M_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_AK_ca.paa"
"rhs_30Rnd_545x39_7N6M_green_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_7N6_green_AK_ca.paa"
"rhs_30Rnd_545x39_7N6M_plum_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_7N6M_plum_AK_ca.paa"
"rhs_30Rnd_545x39_7N10_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_7N10_AK_ca.paa"
"rhs_30Rnd_545x39_7N10_plum_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_7N10_plum_AK_ca.paa"
"rhs_30Rnd_545x39_7N10_desert_AK","\rhsafrf\addons\rhs_inventoryicons\data\magazines\rhs_30Rnd_545x39_7N10_desert_AK_ca.paa"
